time,"V(2)","V(22)","V(222)","V(2222)","V(R169)","V(R170)","V(R171)","V(R172)","V(R173)","V(R174)","V(R175)","V(R176)"
7.657500e-10,2.104595e-17,-1.052297e-17,-3.507658e-18,8.769145e-19,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,-2.192286e-19,1.753829e-18,-2.630743e-18
7.660000e-10,-2.104595e-17,1.578446e-17,1.753829e-18,1.403063e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,3.507658e-18
7.662500e-10,5.261487e-18,-1.052297e-17,0.000000e+00,-1.578446e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,-1.096143e-19,1.753829e-18,-2.630743e-18
7.665000e-10,0.000000e+00,5.261487e-18,0.000000e+00,1.666138e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,3.507658e-18
7.667500e-10,2.104595e-17,8.769145e-19,0.000000e+00,-1.227680e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,1.096143e-19,1.753829e-18,-8.769145e-19
7.670000e-10,-2.104595e-17,3.507658e-18,1.227680e-17,1.578446e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,0.000000e+00
7.672500e-10,1.753829e-17,3.507658e-18,-1.753829e-18,-1.578446e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,0.000000e+00
7.675000e-10,-1.578446e-17,-1.315372e-17,-1.052297e-17,5.261487e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,0.000000e+00
7.677500e-10,2.279978e-17,5.261487e-18,1.578446e-17,-8.769145e-19,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,0.000000e+00
7.680000e-10,-1.666138e-17,8.769145e-19,-1.753829e-18,8.769145e-19,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,2.192286e-19,1.753829e-18,0.000000e+00
7.682500e-10,-3.507658e-18,1.490755e-17,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,2.192286e-19,1.753829e-18,0.000000e+00
7.685000e-10,2.104595e-17,-6.138401e-18,5.261487e-18,-3.507658e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,2.192286e-19,1.753829e-18,0.000000e+00
7.687500e-10,-2.192286e-17,1.227680e-17,-1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,2.192286e-19,1.753829e-18,0.000000e+00
7.690000e-10,8.769145e-18,-2.630743e-18,3.507658e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,4.384572e-19,1.753829e-18,1.753829e-18
7.692500e-10,0.000000e+00,-2.630743e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,4.384572e-19,1.753829e-18,1.753829e-18
7.695000e-10,-8.769145e-19,8.769145e-19,8.769145e-19,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,5.480715e-19,1.753829e-18,0.000000e+00
7.697500e-10,-2.630743e-18,-3.507658e-18,1.753829e-18,1.227680e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,2.192286e-19,1.753829e-18,1.753829e-18
7.700000e-10,1.403063e-17,3.507658e-18,3.507658e-18,-1.403063e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,2.192286e-19,1.753829e-18,-1.753829e-18
7.702500e-10,1.052297e-17,1.753829e-18,-1.753829e-18,3.507658e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,3.288429e-19,1.753829e-18,0.000000e+00
7.705000e-10,-7.015316e-18,1.753829e-18,2.630743e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,2.630743e-18
7.707500e-10,7.892230e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,-1.096143e-19,1.753829e-18,3.507658e-18
7.710000e-10,-3.507658e-18,1.753829e-18,-1.227680e-17,3.507658e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,-1.096143e-19,1.753829e-18,3.507658e-18
7.712500e-10,-5.261487e-18,-1.052297e-17,5.261487e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,-2.630743e-18
7.715000e-10,-4.384572e-18,3.507658e-18,-8.769145e-19,4.384572e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,1.096143e-19,1.753829e-18,3.507658e-18
7.717500e-10,-5.261487e-18,0.000000e+00,8.769145e-19,2.630743e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,-2.630743e-18
7.720000e-10,1.841520e-17,0.000000e+00,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,3.507658e-18
7.722500e-10,-1.929212e-17,-1.227680e-17,0.000000e+00,1.139989e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,-2.630743e-18
7.725000e-10,5.261487e-18,2.104595e-17,-3.507658e-18,-1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,3.507658e-18
7.727500e-10,-1.227680e-17,-2.630743e-18,3.507658e-18,-8.769145e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,-2.630743e-18
7.730000e-10,2.630743e-17,8.769145e-19,1.753829e-18,1.578446e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,3.507658e-18
7.732500e-10,-6.138401e-18,3.507658e-18,1.753829e-18,-3.507658e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,-2.630743e-18
7.735000e-10,6.138401e-18,3.507658e-18,1.403063e-17,-1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,3.507658e-18
7.737500e-10,1.666138e-17,-1.315372e-17,-1.753829e-18,1.227680e-17,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,-8.769145e-19
7.740000e-10,-6.138401e-18,2.981509e-17,-8.769145e-19,-2.630743e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,-2.192286e-19,1.753829e-18,0.000000e+00
7.742500e-10,-3.156892e-17,-6.138401e-18,3.507658e-18,-1.315372e-17,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.745000e-10,4.384572e-17,1.753829e-18,1.753829e-18,1.490755e-17,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,-1.096143e-19,1.753829e-18,0.000000e+00
7.747500e-10,-4.033807e-17,-1.227680e-17,8.769145e-19,-3.507658e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.750000e-10,3.858424e-17,5.261487e-18,3.507658e-18,-1.403063e-17,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.096143e-19,1.753829e-18,0.000000e+00
7.752500e-10,-2.630743e-17,1.139989e-17,-1.753829e-18,7.015316e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.755000e-10,2.279978e-17,-6.138401e-18,2.630743e-18,1.753829e-18,-1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,2.192286e-19,1.753829e-18,0.000000e+00
7.757500e-10,7.892230e-18,8.769145e-19,1.753829e-18,1.753829e-18,-1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,2.192286e-19,1.753829e-18,0.000000e+00
7.760000e-10,-3.419966e-17,-3.507658e-18,1.753829e-18,-8.769145e-18,-8.769145e-19,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,2.192286e-19,1.753829e-18,0.000000e+00
7.762500e-10,1.227680e-17,3.507658e-18,0.000000e+00,5.261487e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,2.192286e-19,1.753829e-18,1.753829e-18
7.765000e-10,3.507658e-18,1.753829e-18,-1.753829e-18,1.753829e-18,8.769145e-19,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,2.192286e-19,1.753829e-18,0.000000e+00
7.767500e-10,-8.769145e-18,1.753829e-18,-1.227680e-17,-8.769145e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,4.384572e-19,1.753829e-18,1.753829e-18
7.770000e-10,2.016903e-17,-1.052297e-17,1.139989e-17,5.261487e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,4.384572e-19,1.753829e-18,-1.753829e-18
7.772500e-10,-1.052297e-17,3.507658e-18,-1.227680e-17,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,5.480715e-19,1.753829e-18,0.000000e+00
7.775000e-10,-1.227680e-17,0.000000e+00,3.507658e-18,1.227680e-17,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,2.630743e-18
7.777500e-10,1.753829e-17,0.000000e+00,0.000000e+00,-1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,3.507658e-18
7.780000e-10,1.403063e-17,-1.227680e-17,0.000000e+00,3.507658e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,3.507658e-18
7.782500e-10,-4.384572e-17,5.261487e-18,0.000000e+00,1.227680e-17,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,-2.630743e-18
7.785000e-10,3.507658e-18,1.315372e-17,1.753829e-18,-8.769145e-19,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,3.507658e-18
7.787500e-10,2.192286e-17,-1.666138e-17,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,-2.630743e-18
7.790000e-10,-6.138401e-18,8.769145e-18,1.753829e-18,8.769145e-19,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,3.507658e-18
7.792500e-10,1.753829e-18,1.490755e-17,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,-2.192286e-19,1.753829e-18,-2.630743e-18
7.795000e-10,2.279978e-17,-3.507658e-18,1.227680e-17,1.403063e-17,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,3.507658e-18
7.797500e-10,-1.403063e-17,1.578446e-17,-1.753829e-18,-3.507658e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,-1.096143e-19,1.753829e-18,-8.769145e-19
7.800000e-10,0.000000e+00,-3.507658e-18,-8.769145e-18,-1.139989e-17,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,0.000000e+00
7.802500e-10,4.121498e-17,1.753829e-18,1.578446e-17,1.841520e-17,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.096143e-19,1.753829e-18,0.000000e+00
7.805000e-10,-4.033807e-17,1.753829e-18,-1.753829e-18,-5.261487e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.807500e-10,4.121498e-17,1.753829e-18,1.753829e-18,2.630743e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,2.192286e-19,1.753829e-18,0.000000e+00
7.810000e-10,-4.209189e-17,1.753829e-18,1.753829e-18,-1.227680e-17,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,2.192286e-19,1.753829e-18,0.000000e+00
7.812500e-10,2.806126e-17,1.753829e-18,1.753829e-18,5.261487e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,2.192286e-19,1.753829e-18,0.000000e+00
7.815000e-10,-1.753829e-17,0.000000e+00,1.753829e-18,-2.630743e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,2.192286e-19,1.753829e-18,0.000000e+00
7.817500e-10,2.104595e-17,0.000000e+00,1.753829e-18,8.769145e-19,1.753829e-18,1.753829e-18,1.753829e-18,-1.753829e-18,1.753829e-18,4.384572e-19,1.753829e-18,0.000000e+00
7.820000e-10,-6.138401e-18,-1.753829e-18,3.507658e-18,-1.227680e-17,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,4.384572e-19,1.753829e-18,1.753829e-18
7.822500e-10,-1.139989e-17,-1.753829e-18,0.000000e+00,3.507658e-18,1.753829e-18,1.753829e-18,1.753829e-18,8.769145e-19,1.753829e-18,5.480715e-19,1.753829e-18,1.753829e-18
7.825000e-10,3.507658e-18,-9.646059e-18,2.630743e-18,2.630743e-18,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,2.192286e-19,1.753829e-18,0.000000e+00
7.827500e-10,2.630743e-18,1.052297e-17,-8.769145e-19,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,2.192286e-19,1.753829e-18,1.753829e-18
7.830000e-10,1.753829e-17,-1.227680e-17,-7.015316e-18,-8.769145e-18,1.753829e-18,1.753829e-18,1.753829e-18,3.507658e-18,1.753829e-18,3.288429e-19,1.753829e-18,0.000000e+00
7.832500e-10,-2.104595e-17,3.507658e-18,5.261487e-18,5.261487e-18,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,2.192286e-19,1.753829e-18,1.753829e-18
7.835000e-10,-2.279978e-17,1.227680e-17,8.769145e-19,1.227680e-17,1.753829e-18,1.753829e-18,1.753829e-18,8.769145e-19,1.753829e-18,-1.096143e-19,1.753829e-18,0.000000e+00
7.837500e-10,3.858424e-17,-2.630743e-17,1.753829e-18,-1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,3.507658e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18
7.840000e-10,-2.718435e-17,2.104595e-17,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,3.507658e-18,1.753829e-18,0.000000e+00,1.753829e-18,-1.753829e-18
7.842500e-10,7.015316e-18,-4.384572e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,4.384572e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.845000e-10,1.841520e-17,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,2.630743e-18
7.847500e-10,-3.419966e-17,0.000000e+00,-1.753829e-18,1.227680e-17,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,3.507658e-18
7.850000e-10,4.209189e-17,0.000000e+00,1.227680e-17,-1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,2.630743e-18,0.000000e+00,0.000000e+00,1.753829e-18,3.507658e-18
7.852500e-10,-3.069201e-17,-1.227680e-17,-2.630743e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,-8.769145e-19
7.855000e-10,2.543052e-17,3.332275e-17,-1.315372e-17,5.261487e-18,0.000000e+00,1.753829e-18,1.753829e-18,-8.769145e-19,0.000000e+00,0.000000e+00,1.753829e-18,0.000000e+00
7.857500e-10,-6.138401e-18,-9.646059e-18,1.490755e-17,-1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,0.000000e+00
7.860000e-10,1.403063e-17,3.507658e-18,-7.015316e-18,3.507658e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,0.000000e+00
7.862500e-10,-3.332275e-17,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,-1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.865000e-10,4.121498e-17,-9.646059e-18,1.227680e-17,8.769145e-19,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.867500e-10,-1.052297e-17,1.578446e-17,-1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,-8.769145e-19,1.753829e-18,2.192286e-19,1.753829e-18,-1.753829e-18
7.870000e-10,1.753829e-18,-1.753829e-18,-1.052297e-17,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,2.192286e-19,1.753829e-18,0.000000e+00
7.872500e-10,-1.052297e-17,1.753829e-18,1.578446e-17,1.753829e-18,1.753829e-18,3.507658e-18,1.753829e-18,8.769145e-19,1.753829e-18,4.384572e-19,1.753829e-18,8.769145e-19
7.875000e-10,5.261487e-18,1.753829e-18,-1.753829e-18,-8.769145e-18,1.753829e-18,3.507658e-18,1.753829e-18,0.000000e+00,1.753829e-18,4.384572e-19,1.753829e-18,0.000000e+00
7.877500e-10,5.261487e-18,1.753829e-18,-8.769145e-18,1.578446e-17,1.753829e-18,4.384572e-18,1.753829e-18,0.000000e+00,1.753829e-18,5.480715e-19,1.753829e-18,0.000000e+00
7.880000e-10,3.507658e-18,0.000000e+00,5.261487e-18,-1.578446e-17,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,2.192286e-19,1.753829e-18,0.000000e+00
7.882500e-10,1.753829e-18,-1.753829e-18,1.753829e-18,5.261487e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,2.192286e-19,1.753829e-18,0.000000e+00
7.885000e-10,8.769145e-18,-1.052297e-17,1.753829e-18,-8.769145e-19,1.753829e-18,2.630743e-18,1.753829e-18,0.000000e+00,1.753829e-18,3.288429e-19,1.753829e-18,1.753829e-18
7.887500e-10,-4.384572e-18,1.490755e-17,-8.769145e-18,8.769145e-19,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,2.192286e-19,1.753829e-18,1.753829e-18
7.890000e-10,7.015316e-18,-1.403063e-17,8.769145e-18,0.000000e+00,1.753829e-18,-8.769145e-19,1.753829e-18,0.000000e+00,1.753829e-18,1.096143e-19,1.753829e-18,1.753829e-18
7.892500e-10,2.630743e-18,0.000000e+00,-1.578446e-17,-3.507658e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,2.192286e-19,1.753829e-18,1.753829e-18
7.895000e-10,-4.384572e-18,1.753829e-18,1.227680e-17,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,2.192286e-19,1.753829e-18,1.753829e-18
7.897500e-10,7.015316e-18,-1.227680e-17,1.753829e-18,1.227680e-17,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,2.192286e-19,1.753829e-18,1.753829e-18
7.900000e-10,-1.753829e-18,1.753829e-17,1.753829e-18,-1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,2.192286e-19,1.753829e-18,3.507658e-18
7.902500e-10,-3.507658e-18,-4.384572e-18,-8.769145e-19,-1.052297e-17,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,2.192286e-19,1.753829e-18,3.507658e-18
7.905000e-10,3.507658e-18,0.000000e+00,1.403063e-17,1.578446e-17,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,2.192286e-19,1.753829e-18,-8.769145e-19
7.907500e-10,-5.261487e-18,0.000000e+00,-5.261487e-18,-1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,-5.261487e-18
7.910000e-10,0.000000e+00,0.000000e+00,1.315372e-17,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.912500e-10,1.578446e-17,0.000000e+00,-1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.915000e-10,-4.384572e-18,-1.227680e-17,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,-8.769145e-19
7.917500e-10,-1.578446e-17,1.753829e-17,0.000000e+00,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,-1.753829e-18
7.920000e-10,5.261487e-18,-2.630743e-18,1.227680e-17,5.261487e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,-2.630743e-18
7.922500e-10,5.261487e-18,1.578446e-17,-1.578446e-17,-1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,-1.753829e-18
7.925000e-10,-1.753829e-18,-5.261487e-18,1.753829e-18,3.507658e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,7.015316e-18
7.927500e-10,0.000000e+00,-8.769145e-18,8.769145e-19,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,-1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00
7.930000e-10,0.000000e+00,1.929212e-17,1.052297e-17,-1.139989e-17,3.507658e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00
7.932500e-10,7.015316e-18,-3.507658e-18,-1.753829e-17,1.578446e-17,3.507658e-18,0.000000e+00,1.753829e-18,-8.769145e-19,1.753829e-18,0.000000e+00,0.000000e+00,-1.753829e-18
7.935000e-10,-8.769145e-18,1.753829e-18,7.015316e-18,-1.403063e-17,2.630743e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,0.000000e+00,5.261487e-18
7.937500e-10,5.261487e-18,1.753829e-18,1.753829e-18,3.507658e-18,1.753829e-18,0.000000e+00,1.753829e-18,2.630743e-18,1.753829e-18,0.000000e+00,0.000000e+00,4.384572e-18
7.940000e-10,-8.769145e-19,1.753829e-18,1.753829e-18,0.000000e+00,-8.769145e-19,-1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18
7.942500e-10,7.015316e-18,1.753829e-18,-8.769145e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18
7.945000e-10,-1.052297e-17,1.753829e-18,5.261487e-18,-1.753829e-18,0.000000e+00,-8.769145e-19,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,8.769145e-19
7.947500e-10,7.015316e-18,-1.227680e-17,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,1.753829e-18
7.950000e-10,1.753829e-18,5.261487e-18,5.261487e-18,8.769145e-19,0.000000e+00,8.769145e-19,1.753829e-18,3.507658e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18
7.952500e-10,8.769145e-19,-8.769145e-19,-1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,3.507658e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18
7.955000e-10,0.000000e+00,1.139989e-17,3.507658e-18,8.769145e-18,0.000000e+00,0.000000e+00,1.753829e-18,4.384572e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18
7.957500e-10,3.507658e-18,-2.806126e-17,0.000000e+00,-3.507658e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18
7.960000e-10,-3.507658e-18,2.104595e-17,4.384572e-18,-9.646059e-18,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,5.261487e-18
7.962500e-10,8.769145e-19,-1.578446e-17,8.769145e-19,1.578446e-17,0.000000e+00,0.000000e+00,1.753829e-18,2.630743e-18,1.753829e-18,0.000000e+00,1.753829e-18,5.261487e-18
7.965000e-10,0.000000e+00,1.753829e-17,1.753829e-18,-1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.967500e-10,0.000000e+00,-4.384572e-18,1.227680e-17,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,-8.769145e-19,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.970000e-10,0.000000e+00,0.000000e+00,-1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.972500e-10,0.000000e+00,-1.227680e-17,-8.769145e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.975000e-10,0.000000e+00,1.753829e-17,1.578446e-17,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00,1.753829e-18,0.000000e+00
7.977500e-10,-3.156892e-17,-4.384572e-18,-3.507658e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,0.000000e+00
7.980000e-10,1.403063e-17,1.227680e-17,-1.753829e-18,1.753829e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18
7.982500e-10,-1.753829e-18,-1.753829e-18,1.753829e-18,5.261487e-18,0.000000e+00,1.753829e-18,1.753829e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.753829e-18,1.753829e-18
