time,"I(RX1)","I(RX2)","I(RIN)","I(LQ2|XI0)","I(LQ2|XI1)","I(LQ2|XI2)","I(LQ2|XI3)","I(LQ2|XI4)","I(LQ2|XI8)","I(LOUT)"
1.327000e-09,6.077198e-04,5.368831e-04,-4.999444e-06,-8.584125e-06,-6.716161e-05,-6.926780e-05,-7.046836e-06,-6.979295e-06,-5.387101e-07,1.924002e-05
1.327200e-09,6.110829e-04,5.330533e-04,-4.999544e-06,-8.597204e-06,-6.732511e-05,-6.950953e-05,-7.087497e-06,-7.001998e-06,-5.715840e-07,1.927701e-05
1.327400e-09,6.144218e-04,5.292029e-04,-4.999719e-06,-8.606611e-06,-6.744347e-05,-6.963322e-05,-7.110274e-06,-7.021780e-06,-6.033910e-07,1.930719e-05
1.327600e-09,6.177364e-04,5.253318e-04,-4.999974e-06,-8.610164e-06,-6.748570e-05,-6.963905e-05,-7.115360e-06,-7.034532e-06,-6.272726e-07,1.932187e-05
1.327800e-09,6.210264e-04,5.214403e-04,-5.000317e-06,-8.605607e-06,-6.742928e-05,-6.954216e-05,-7.104958e-06,-7.036638e-06,-6.383906e-07,1.931404e-05
1.328000e-09,6.242916e-04,5.175283e-04,-5.000744e-06,-8.590756e-06,-6.726276e-05,-6.936970e-05,-7.082862e-06,-7.025433e-06,-6.349217e-07,1.927923e-05
1.328200e-09,6.275320e-04,5.135960e-04,-5.001236e-06,-8.563812e-06,-6.698693e-05,-6.915636e-05,-7.053909e-06,-6.999593e-06,-6.183214e-07,1.921596e-05
1.328400e-09,6.307473e-04,5.096433e-04,-5.001755e-06,-8.523806e-06,-6.661439e-05,-6.893921e-05,-7.023367e-06,-6.959404e-06,-5.928387e-07,1.912588e-05
1.328600e-09,6.339376e-04,5.056703e-04,-5.002244e-06,-8.471028e-06,-6.616774e-05,-6.875260e-05,-6.996321e-06,-6.906827e-06,-5.644363e-07,1.901343e-05
1.328800e-09,6.371027e-04,5.016771e-04,-5.002636e-06,-8.407332e-06,-6.567648e-05,-6.862388e-05,-6.977125e-06,-6.845334e-06,-5.393930e-07,1.888525e-05
1.329000e-09,6.402426e-04,4.976638e-04,-5.002865e-06,-8.336185e-06,-6.517344e-05,-6.857034e-05,-6.968959e-06,-6.779522e-06,-5.229209e-07,1.874926e-05
1.329200e-09,6.433573e-04,4.936305e-04,-5.002884e-06,-8.262411e-06,-6.469093e-05,-6.859775e-05,-6.973530e-06,-6.714532e-06,-5.181033e-07,1.861378e-05
1.329400e-09,6.464466e-04,4.895774e-04,-5.002669e-06,-8.191625e-06,-6.425729e-05,-6.870048e-05,-6.990951e-06,-6.655377e-06,-5.253681e-07,1.848659e-05
1.329600e-09,6.495106e-04,4.855047e-04,-5.002233e-06,-8.129447e-06,-6.389404e-05,-6.886308e-05,-7.019786e-06,-6.606263e-06,-5.425752e-07,1.837412e-05
1.329800e-09,6.525491e-04,4.814126e-04,-5.001628e-06,-8.080627e-06,-6.361396e-05,-6.906306e-05,-7.057282e-06,-6.570031e-06,-5.656565e-07,1.828092e-05
1.330000e-09,6.555620e-04,4.773014e-04,-5.000932e-06,-8.048244e-06,-6.342013e-05,-6.927441e-05,-7.099746e-06,-6.547782e-06,-5.896253e-07,1.820921e-05
1.330200e-09,6.585492e-04,4.731714e-04,-5.000245e-06,-8.033140e-06,-6.330598e-05,-6.947145e-05,-7.143024e-06,-6.538773e-06,-6.097071e-07,1.815882e-05
1.330400e-09,6.615105e-04,4.690228e-04,-4.999664e-06,-8.033712e-06,-6.325618e-05,-6.963237e-05,-7.183044e-06,-6.540575e-06,-6.223346e-07,1.812718e-05
1.330600e-09,6.644456e-04,4.648560e-04,-4.999277e-06,-8.046086e-06,-6.324840e-05,-6.974200e-05,-7.216338e-06,-6.549462e-06,-6.257996e-07,1.810967e-05
1.330800e-09,6.673545e-04,4.606711e-04,-4.999139e-06,-8.064682e-06,-6.325570e-05,-6.979348e-05,-7.240483e-06,-6.560962e-06,-6.204501e-07,1.810004e-05
1.331000e-09,6.702370e-04,4.564684e-04,-4.999269e-06,-8.083034e-06,-6.324933e-05,-6.978853e-05,-7.254405e-06,-6.570480e-06,-6.084278e-07,1.809103e-05
1.331200e-09,6.730930e-04,4.522481e-04,-4.999647e-06,-8.094748e-06,-6.320163e-05,-6.973646e-05,-7.258486e-06,-6.573884e-06,-5.930458e-07,1.807513e-05
1.331400e-09,6.759223e-04,4.480102e-04,-5.000216e-06,-8.094416e-06,-6.308883e-05,-6.965206e-05,-7.254469e-06,-6.567975e-06,-5.779742e-07,1.804529e-05
1.331600e-09,6.787248e-04,4.437549e-04,-5.000896e-06,-8.078336e-06,-6.289330e-05,-6.955285e-05,-7.245166e-06,-6.550780e-06,-5.664308e-07,1.799568e-05
1.331800e-09,6.815004e-04,4.394823e-04,-5.001596e-06,-8.044925e-06,-6.260510e-05,-6.945618e-05,-7.234004e-06,-6.521649e-06,-5.605505e-07,1.792220e-05
1.332000e-09,6.842491e-04,4.351923e-04,-5.002229e-06,-7.994784e-06,-6.222256e-05,-6.937656e-05,-7.224482e-06,-6.481167e-06,-5.610550e-07,1.782290e-05
1.332200e-09,6.869708e-04,4.308852e-04,-5.002728e-06,-7.930413e-06,-6.175196e-05,-6.932364e-05,-7.219628e-06,-6.430905e-06,-5.672605e-07,1.769807e-05
1.332400e-09,6.896653e-04,4.265609e-04,-5.003049e-06,-7.855673e-06,-6.120629e-05,-6.930118e-05,-7.221528e-06,-6.373094e-06,-5.773874e-07,1.755004e-05
1.332600e-09,6.923327e-04,4.222195e-04,-5.003183e-06,-7.775080e-06,-6.060348e-05,-6.930694e-05,-7.231020e-06,-6.310260e-06,-5.890683e-07,1.738289e-05
1.332800e-09,6.949727e-04,4.178613e-04,-5.003144e-06,-7.693101e-06,-5.996409e-05,-6.933351e-05,-7.247591e-06,-6.244891e-06,-5.999219e-07,1.720182e-05
1.333000e-09,6.975854e-04,4.134862e-04,-5.002972e-06,-7.613537e-06,-5.930913e-05,-6.936996e-05,-7.269501e-06,-6.179173e-06,-6.080576e-07,1.701257e-05
1.333200e-09,7.001706e-04,4.090945e-04,-5.002717e-06,-7.539108e-06,-5.865796e-05,-6.940389e-05,-7.294108e-06,-6.114819e-06,-6.124089e-07,1.682078e-05
1.333400e-09,7.027283e-04,4.046865e-04,-5.002431e-06,-7.471273e-06,-5.802659e-05,-6.942356e-05,-7.318348e-06,-6.052996e-06,-6.128430e-07,1.663145e-05
1.333600e-09,7.052582e-04,4.002622e-04,-5.002162e-06,-7.410280e-06,-5.742652e-05,-6.941991e-05,-7.339270e-06,-5.994337e-06,-6.100527e-07,1.644848e-05
1.333800e-09,7.077602e-04,3.958221e-04,-5.001942e-06,-7.355405e-06,-5.686409e-05,-6.938793e-05,-7.354557e-06,-5.939007e-06,-6.052824e-07,1.627438e-05
1.334000e-09,7.102343e-04,3.913663e-04,-5.001788e-06,-7.305284e-06,-5.634041e-05,-6.932733e-05,-7.362920e-06,-5.886808e-06,-5.999742e-07,1.611017e-05
1.334200e-09,7.126804e-04,3.868951e-04,-5.001703e-06,-7.258282e-06,-5.585163e-05,-6.924243e-05,-7.364322e-06,-5.837284e-06,-5.954257e-07,1.595540e-05
1.334400e-09,7.150982e-04,3.824087e-04,-5.001680e-06,-7.212791e-06,-5.538969e-05,-6.914125e-05,-7.359968e-06,-5.789805e-06,-5.925352e-07,1.580828e-05
1.334600e-09,7.174878e-04,3.779075e-04,-5.001705e-06,-7.167425e-06,-5.494326e-05,-6.903408e-05,-7.352096e-06,-5.743638e-06,-5.916803e-07,1.566598e-05
1.334800e-09,7.198490e-04,3.733915e-04,-5.001764e-06,-7.121086e-06,-5.449884e-05,-6.893167e-05,-7.343577e-06,-5.697970e-06,-5.927375e-07,1.552489e-05
1.335000e-09,7.221818e-04,3.688611e-04,-5.001849e-06,-7.072923e-06,-5.404191e-05,-6.884346e-05,-7.337412e-06,-5.651925e-06,-5.952151e-07,1.538103e-05
1.335200e-09,7.244860e-04,3.643163e-04,-5.001957e-06,-7.022205e-06,-5.355796e-05,-6.877599e-05,-7.336211e-06,-5.604558e-06,-5.984482e-07,1.523031e-05
1.335400e-09,7.267617e-04,3.597573e-04,-5.002093e-06,-6.968188e-06,-5.303339e-05,-6.873190e-05,-7.341735e-06,-5.554856e-06,-6.017979e-07,1.506886e-05
1.335600e-09,7.290087e-04,3.551843e-04,-5.002263e-06,-6.909994e-06,-5.245622e-05,-6.870942e-05,-7.354581e-06,-5.501745e-06,-6.048026e-07,1.489325e-05
1.335800e-09,7.312269e-04,3.505975e-04,-5.002476e-06,-6.846573e-06,-5.181646e-05,-6.870262e-05,-7.374071e-06,-5.444115e-06,-6.072505e-07,1.470058e-05
1.336000e-09,7.334162e-04,3.459969e-04,-5.002739e-06,-6.776732e-06,-5.110632e-05,-6.870225e-05,-7.398339e-06,-5.380865e-06,-6.091673e-07,1.448859e-05
1.336200e-09,7.355767e-04,3.413827e-04,-5.003049e-06,-6.699244e-06,-5.032012e-05,-6.869706e-05,-7.424617e-06,-5.310956e-06,-6.107357e-07,1.425558e-05
1.336400e-09,7.377081e-04,3.367552e-04,-5.003402e-06,-6.612997e-06,-4.945408e-05,-6.867536e-05,-7.449665e-06,-5.233468e-06,-6.121813e-07,1.400035e-05
1.336600e-09,7.398105e-04,3.321143e-04,-5.003782e-06,-6.517146e-06,-4.850594e-05,-6.862665e-05,-7.470260e-06,-5.147658e-06,-6.136629e-07,1.372211e-05
1.336800e-09,7.418837e-04,3.274603e-04,-5.004173e-06,-6.411227e-06,-4.747460e-05,-6.854304e-05,-7.483687e-06,-5.052991e-06,-6.152006e-07,1.342035e-05
1.337000e-09,7.439275e-04,3.227934e-04,-5.004558e-06,-6.295202e-06,-4.635975e-05,-6.842021e-05,-7.488125e-06,-4.949166e-06,-6.166606e-07,1.309470e-05
1.337200e-09,7.459420e-04,3.181137e-04,-5.004920e-06,-6.169428e-06,-4.516159e-05,-6.825789e-05,-7.482900e-06,-4.836105e-06,-6.177967e-07,1.274492e-05
1.337400e-09,7.479270e-04,3.134214e-04,-5.005252e-06,-6.034548e-06,-4.388065e-05,-6.805961e-05,-7.468542e-06,-4.713932e-06,-6.183341e-07,1.237080e-05
1.337600e-09,7.498825e-04,3.087167e-04,-5.005549e-06,-5.891343e-06,-4.251779e-05,-6.783212e-05,-7.446664e-06,-4.582934e-06,-6.180660e-07,1.197227e-05
1.337800e-09,7.518083e-04,3.039998e-04,-5.005818e-06,-5.740569e-06,-4.107433e-05,-6.758417e-05,-7.419679e-06,-4.443523e-06,-6.169353e-07,1.154938e-05
1.338000e-09,7.537045e-04,2.992707e-04,-5.006066e-06,-5.582834e-06,-3.955233e-05,-6.732526e-05,-7.390408e-06,-4.296196e-06,-6.150755e-07,1.110251e-05
1.338200e-09,7.555708e-04,2.945297e-04,-5.006302e-06,-5.418535e-06,-3.795499e-05,-6.706426e-05,-7.361645e-06,-4.141521e-06,-6.127997e-07,1.063245e-05
1.338400e-09,7.574074e-04,2.897768e-04,-5.006535e-06,-5.247888e-06,-3.628726e-05,-6.680831e-05,-7.335748e-06,-3.980138e-06,-6.105391e-07,1.014066e-05
1.338600e-09,7.592140e-04,2.850122e-04,-5.006766e-06,-5.071039e-06,-3.455645e-05,-6.656200e-05,-7.314321e-06,-3.812792e-06,-6.087475e-07,9.629438e-06
1.338800e-09,7.609906e-04,2.802360e-04,-5.006987e-06,-4.888247e-06,-3.277288e-05,-6.632707e-05,-7.298035e-06,-3.640391e-06,-6.077969e-07,9.102154e-06
1.339000e-09,7.627373e-04,2.754484e-04,-5.007181e-06,-4.700101e-06,-3.095059e-05,-6.610249e-05,-7.286599e-06,-3.464083e-06,-6.078903e-07,8.563423e-06
1.339200e-09,7.644538e-04,2.706494e-04,-5.007325e-06,-4.507737e-06,-2.910782e-05,-6.588511e-05,-7.278899e-06,-3.285350e-06,-6.090135e-07,8.019243e-06
1.339400e-09,7.661401e-04,2.658392e-04,-5.007386e-06,-4.313000e-06,-2.726734e-05,-6.567049e-05,-7.273259e-06,-3.106093e-06,-6.109381e-07,7.477041e-06
1.339600e-09,7.677962e-04,2.610181e-04,-5.007333e-06,-4.118536e-06,-2.545639e-05,-6.545409e-05,-7.267794e-06,-2.928701e-06,-6.132737e-07,6.945593e-06
1.339800e-09,7.694220e-04,2.561863e-04,-5.007136e-06,-3.927768e-06,-2.370615e-05,-6.523239e-05,-7.260786e-06,-2.756074e-06,-6.155563e-07,6.434787e-06
1.340000e-09,7.710175e-04,2.513440e-04,-5.006772e-06,-3.744774e-06,-2.205072e-05,-6.500388e-05,-7.251037e-06,-2.591586e-06,-6.173521e-07,5.955218e-06
1.340200e-09,7.725825e-04,2.464916e-04,-5.006228e-06,-3.574047e-06,-2.052539e-05,-6.476984e-05,-7.238142e-06,-2.438980e-06,-6.183523e-07,5.517614e-06
1.340400e-09,7.741170e-04,2.416295e-04,-5.005507e-06,-3.420182e-06,-1.916460e-05,-6.453461e-05,-7.222633e-06,-2.302170e-06,-6.184384e-07,5.132123e-06
1.340600e-09,7.756209e-04,2.367579e-04,-5.004626e-06,-3.287508e-06,-1.799932e-05,-6.430554e-05,-7.205999e-06,-2.184982e-06,-6.177047e-07,4.807533e-06
1.340800e-09,7.770942e-04,2.318772e-04,-5.003616e-06,-3.179708e-06,-1.705452e-05,-6.409240e-05,-7.190555e-06,-2.090822e-06,-6.164374e-07,4.550496e-06
1.341000e-09,7.785368e-04,2.269876e-04,-5.002521e-06,-3.099460e-06,-1.634668e-05,-6.390639e-05,-7.179193e-06,-2.022329e-06,-6.150551e-07,4.364845e-06
1.341200e-09,7.799486e-04,2.220894e-04,-5.001397e-06,-3.048141e-06,-1.588174e-05,-6.375897e-05,-7.175046e-06,-1.981034e-06,-6.140295e-07,4.251076e-06
1.341400e-09,7.813297e-04,2.171827e-04,-5.000305e-06,-3.025619e-06,-1.565380e-05,-6.366041e-05,-7.181099e-06,-1.967075e-06,-6.138012e-07,4.206076e-06
1.341600e-09,7.826799e-04,2.122676e-04,-4.999309e-06,-3.030163e-06,-1.564460e-05,-6.361846e-05,-7.199814e-06,-1.979022e-06,-6.147111e-07,4.223116e-06
1.341800e-09,7.839992e-04,2.073442e-04,-4.998466e-06,-3.058469e-06,-1.582406e-05,-6.363705e-05,-7.232792e-06,-2.013826e-06,-6.169571e-07,4.292129e-06
1.342000e-09,7.852875e-04,2.024129e-04,-4.997829e-06,-3.105817e-06,-1.615169e-05,-6.371546e-05,-7.280526e-06,-2.066926e-06,-6.205812e-07,4.400249e-06
1.342200e-09,7.865449e-04,1.974737e-04,-4.997437e-06,-3.166343e-06,-1.657888e-05,-6.384777e-05,-7.342262e-06,-2.132513e-06,-6.254842e-07,4.532576e-06
1.342400e-09,7.877713e-04,1.925271e-04,-4.997311e-06,-3.233408e-06,-1.705191e-05,-6.402290e-05,-7.415991e-06,-2.203920e-06,-6.314595e-07,4.673090e-06
1.342600e-09,7.889665e-04,1.875733e-04,-4.997457e-06,-3.300033e-06,-1.751529e-05,-6.422526e-05,-7.498570e-06,-2.274106e-06,-6.382325e-07,4.805652e-06
1.342800e-09,7.901307e-04,1.826127e-04,-4.997862e-06,-3.359370e-06,-1.791532e-05,-6.443589e-05,-7.585956e-06,-2.336189e-06,-6.454979e-07,4.915004e-06
1.343000e-09,7.912636e-04,1.776454e-04,-4.998494e-06,-3.405162e-06,-1.820356e-05,-6.463410e-05,-7.673542e-06,-2.383962e-06,-6.529443e-07,4.987723e-06
1.343200e-09,7.923653e-04,1.726716e-04,-4.999306e-06,-3.432173e-06,-1.833990e-05,-6.479944e-05,-7.756550e-06,-2.412347e-06,-6.602668e-07,5.013066e-06
1.343400e-09,7.934358e-04,1.676913e-04,-5.000240e-06,-3.436541e-06,-1.829534e-05,-6.491376e-05,-7.830465e-06,-2.417759e-06,-6.671693e-07,4.983693e-06
1.343600e-09,7.944749e-04,1.627044e-04,-5.001228e-06,-3.416046e-06,-1.805403e-05,-6.496313e-05,-7.891446e-06,-2.398344e-06,-6.733644e-07,4.896220e-06
1.343800e-09,7.954827e-04,1.577110e-04,-5.002199e-06,-3.370267e-06,-1.761474e-05,-6.493932e-05,-7.936707e-06,-2.354090e-06,-6.785775e-07,4.751585e-06
1.344000e-09,7.964590e-04,1.527108e-04,-5.003081e-06,-3.300637e-06,-1.699146e-05,-6.484080e-05,-7.964800e-06,-2.286828e-06,-6.825625e-07,4.555163e-06
1.344200e-09,7.974039e-04,1.477041e-04,-5.003808e-06,-3.210379e-06,-1.621299e-05,-6.467286e-05,-7.975805e-06,-2.200108e-06,-6.851301e-07,4.316579e-06
1.344400e-09,7.983173e-04,1.426909e-04,-5.004320e-06,-3.104336e-06,-1.532144e-05,-6.444723e-05,-7.971374e-06,-2.098991e-06,-6.861858e-07,4.049179e-06
1.344600e-09,7.991991e-04,1.376715e-04,-5.004574e-06,-2.988690e-06,-1.436950e-05,-6.418086e-05,-7.954645e-06,-1.989740e-06,-6.857699e-07,3.769115e-06
1.344800e-09,8.000495e-04,1.326462e-04,-5.004539e-06,-2.870569e-06,-1.341649e-05,-6.389434e-05,-7.930019e-06,-1.879431e-06,-6.840888e-07,3.494091e-06
1.345000e-09,8.008682e-04,1.276153e-04,-5.004206e-06,-2.757564e-06,-1.252348e-05,-6.361004e-05,-7.902814e-06,-1.775478e-06,-6.815265e-07,3.241829e-06
1.345200e-09,8.016553e-04,1.225793e-04,-5.003590e-06,-2.657157e-06,-1.174781e-05,-6.335011e-05,-7.878834e-06,-1.685081e-06,-6.786289e-07,3.028419e-06
1.345400e-09,8.024107e-04,1.175385e-04,-5.002730e-06,-2.576091e-06,-1.113758e-05,-6.313465e-05,-7.863875e-06,-1.614630e-06,-6.760577e-07,2.866715e-06
1.345600e-09,8.031345e-04,1.124933e-04,-5.001689e-06,-2.519737e-06,-1.072677e-05,-6.298001e-05,-7.863229e-06,-1.569104e-06,-6.745181e-07,2.764997e-06
1.345800e-09,8.038265e-04,1.074438e-04,-5.000551e-06,-2.491513e-06,-1.053152e-05,-6.289752e-05,-7.881210e-06,-1.551514e-06,-6.746699e-07,2.726056e-06
1.346000e-09,8.044869e-04,1.023903e-04,-4.999418e-06,-2.492426e-06,-1.054821e-05,-6.289252e-05,-7.920765e-06,-1.562480e-06,-6.770366e-07,2.746845e-06
1.346200e-09,8.051154e-04,9.733289e-05,-4.998396e-06,-2.520814e-06,-1.075352e-05,-6.296390e-05,-7.983182e-06,-1.600008e-06,-6.819273e-07,2.818743e-06
1.346400e-09,8.057122e-04,9.227165e-05,-4.997588e-06,-2.572346e-06,-1.110658e-05,-6.310397e-05,-8.067937e-06,-1.659517e-06,-6.893860e-07,2.928425e-06
1.346600e-09,8.062772e-04,8.720682e-05,-4.997079e-06,-2.640321e-06,-1.155303e-05,-6.329904e-05,-8.172689e-06,-1.734182e-06,-6.991776e-07,3.059237e-06
1.346800e-09,8.068104e-04,8.213871e-05,-4.996929e-06,-2.716260e-06,-1.203056e-05,-6.353029e-05,-8.293423e-06,-1.815545e-06,-7.108126e-07,3.192922e-06
1.347000e-09,8.073118e-04,7.706767e-05,-4.997157e-06,-2.790743e-06,-1.247533e-05,-6.377534e-05,-8.424739e-06,-1.894374e-06,-7.236067e-07,3.311488e-06
1.347200e-09,8.077812e-04,7.199401e-05,-4.997744e-06,-2.854416e-06,-1.282842e-05,-6.401012e-05,-8.560265e-06,-1.961659e-06,-7.367656e-07,3.399024e-06
1.347400e-09,8.082188e-04,6.691798e-05,-4.998628e-06,-2.899037e-06,-1.304184e-05,-6.421111e-05,-8.693168e-06,-2.009629e-06,-7.494801e-07,3.443259e-06
1.347600e-09,8.086244e-04,6.183968e-05,-4.999712e-06,-2.918439e-06,-1.308326e-05,-6.435768e-05,-8.816727e-06,-2.032645e-06,-7.610182e-07,3.436737e-06
1.347800e-09,8.089982e-04,5.675906e-05,-5.000873e-06,-2.909272e-06,-1.293924e-05,-6.443423e-05,-8.924932e-06,-2.027872e-06,-7.708003e-07,3.377520e-06
1.348000e-09,8.093400e-04,5.167604e-05,-5.001978e-06,-2.871432e-06,-1.261650e-05,-6.443192e-05,-9.013051e-06,-1.995613e-06,-7.784502e-07,3.269351e-06
1.348200e-09,8.096498e-04,4.659053e-05,-5.002900e-06,-2.808102e-06,-1.214129e-05,-6.434977e-05,-9.078120e-06,-1.939275e-06,-7.838176e-07,3.121266e-06
1.348400e-09,8.099277e-04,4.150258e-05,-5.003531e-06,-2.725412e-06,-1.155652e-05,-6.419487e-05,-9.119311e-06,-1.864970e-06,-7.869750e-07,2.946656e-06
1.348600e-09,8.101736e-04,3.641241e-05,-5.003799e-06,-2.631724e-06,-1.091717e-05,-6.398181e-05,-9.138129e-06,-1.780790e-06,-7.881934e-07,2.761815e-06
1.348800e-09,8.103875e-04,3.132040e-05,-5.003673e-06,-2.536652e-06,-1.028407e-05,-6.373124e-05,-9.138401e-06,-1.695853e-06,-7.879062e-07,2.584102e-06
1.349000e-09,8.105694e-04,2.622698e-05,-5.003171e-06,-2.449921e-06,-9.716803e-06,-6.346785e-05,-9.126058e-06,-1.619246e-06,-7.866659e-07,2.429906e-06
1.349200e-09,8.107193e-04,2.113261e-05,-5.002355e-06,-2.380205e-06,-9.266589e-06,-6.321786e-05,-9.108694e-06,-1.558966e-06,-7.851018e-07,2.312666e-06
1.349400e-09,8.108372e-04,1.603765e-05,-5.001324e-06,-2.334086e-06,-8.970101e-06,-6.300644e-05,-9.094942e-06,-1.521018e-06,-7.838797e-07,2.241223e-06
1.349600e-09,8.109231e-04,1.094230e-05,-5.000204e-06,-2.315267e-06,-8.845019e-06,-6.285515e-05,-9.093707e-06,-1.508742e-06,-7.836638e-07,2.218736e-06
1.349800e-09,8.109770e-04,5.846692e-06,-4.999131e-06,-2.324133e-06,-8.888028e-06,-6.277973e-05,-9.113333e-06,-1.522474e-06,-7.850796e-07,2.242345e-06
1.350000e-09,8.109989e-04,7.509128e-07,-4.998234e-06,-2.357718e-06,-9.075539e-06,-6.278840e-05,-9.160766e-06,-1.559556e-06,-7.886753e-07,2.303613e-06
1.350200e-09,8.109888e-04,-4.344907e-06,-3.029190e-06,-2.185542e-06,-9.359256e-06,-6.288057e-05,-9.240808e-06,-1.614708e-06,-7.948802e-07,2.389716e-06
1.350400e-09,8.109466e-04,-9.440538e-06,-1.025736e-06,-1.906656e-06,-9.686843e-06,-6.304692e-05,-9.355552e-06,-1.680713e-06,-8.039625e-07,2.485203e-06
1.350600e-09,8.108724e-04,-1.453566e-05,9.671240e-07,-1.469069e-06,-9.996018e-06,-6.326973e-05,-9.504039e-06,-1.749325e-06,-8.159887e-07,2.574062e-06
1.350800e-09,8.107663e-04,-1.962994e-05,2.959437e-06,-8.499335e-07,-1.022722e-05,-6.352452e-05,-9.682201e-06,-1.812303e-06,-8.307933e-07,2.641822e-06
1.351000e-09,8.106281e-04,-2.472310e-05,4.953241e-06,-6.624274e-08,-1.033157e-05,-6.378245e-05,-9.883118e-06,-1.862427e-06,-8.479636e-07,2.677384e-06
1.351200e-09,8.104579e-04,-2.981499e-05,4.981283e-06,6.071241e-07,-1.028518e-05,-6.401375e-05,-1.009758e-05,-1.894376e-06,-8.668491e-07,2.674353e-06
1.351400e-09,8.102557e-04,-3.490559e-05,4.977740e-06,1.207323e-06,-1.007837e-05,-6.419080e-05,-1.031486e-05,-1.905352e-06,-8.865981e-07,2.631726e-06
1.351600e-09,8.100215e-04,-3.999497e-05,4.987352e-06,1.619054e-06,-9.730133e-06,-6.429201e-05,-1.052377e-05,-1.895372e-06,-9.062240e-07,2.553858e-06
1.351800e-09,8.097553e-04,-4.508318e-05,4.999222e-06,1.769879e-06,-9.281239e-06,-6.430463e-05,-1.071373e-05,-1.867184e-06,-9.246961e-07,2.449727e-06
1.352000e-09,8.094572e-04,-5.017012e-05,5.010123e-06,1.651553e-06,-8.788337e-06,-6.422670e-05,-1.087590e-05,-1.825826e-06,-9.410474e-07,2.331590e-06
1.352200e-09,8.091272e-04,-5.525557e-05,5.017665e-06,1.317512e-06,-8.315424e-06,-6.406757e-05,-1.100413e-05,-1.777880e-06,-9.544866e-07,2.213206e-06
1.352400e-09,8.087651e-04,-6.033910e-05,5.020386e-06,8.661565e-07,-7.923671e-06,-6.384701e-05,-1.109578e-05,-1.730531e-06,-9.645007e-07,2.107872e-06
1.352600e-09,8.083712e-04,-6.542028e-05,5.018052e-06,4.147344e-07,-7.661342e-06,-6.359283e-05,-1.115215e-05,-1.690561e-06,-9.709335e-07,2.026539e-06
1.352800e-09,8.079453e-04,-7.049868e-05,5.011619e-06,7.070826e-08,-7.555643e-06,-6.333743e-05,-1.117856e-05,-1.663417e-06,-9.740285e-07,1.976309e-06
1.353000e-09,8.074876e-04,-7.557402e-05,5.002929e-06,-9.249641e-08,-7.608117e-06,-6.311373e-05,-1.118402e-05,-1.652501e-06,-9.744292e-07,1.959531e-06
1.353200e-09,8.069980e-04,-8.064612e-05,4.994209e-06,-5.001103e-08,-7.794528e-06,-6.295099e-05,-1.118051e-05,-1.658771e-06,-9.731329e-07,1.973632e-06
1.353400e-09,8.064765e-04,-8.571490e-05,4.987525e-06,1.723736e-07,-8.069350e-06,-6.287099e-05,-1.118191e-05,-1.680725e-06,-9.714034e-07,2.011699e-06
1.353600e-09,8.059231e-04,-9.078022e-05,4.984310e-06,5.081259e-07,-8.374041e-06,-6.288524e-05,-1.120265e-05,-1.714753e-06,-9.706493e-07,2.063704e-06
1.353800e-09,8.053379e-04,-9.584189e-05,4.985070e-06,8.687420e-07,-8.647563e-06,-6.299328e-05,-1.125630e-05,-1.755810e-06,-9.722829e-07,2.118154e-06
1.354000e-09,8.047210e-04,-1.008997e-04,4.989334e-06,1.166339e-06,-8.837138e-06,-6.318256e-05,-1.135412e-05,-1.798288e-06,-9.775731e-07,2.163904e-06
1.354200e-09,8.040722e-04,-1.059532e-04,4.995832e-06,1.334494e-06,-8.907233e-06,-6.342992e-05,-1.150384e-05,-1.836958e-06,-9.875098e-07,2.191817e-06
1.354400e-09,8.033917e-04,-1.110024e-04,5.002851e-06,1.342558e-06,-8.845146e-06,-6.370451e-05,-1.170879e-05,-1.867803e-06,-1.002695e-06,2.196049e-06
1.354600e-09,8.026796e-04,-1.160471e-04,5.008669e-06,1.200505e-06,-8.662270e-06,-6.397197e-05,-1.196738e-05,-1.888634e-06,-1.023272e-06,2.174748e-06
1.354800e-09,8.019357e-04,-1.210872e-04,5.011965e-06,9.538269e-07,-8.390939e-06,-6.419926e-05,-1.227328e-05,-1.899358e-06,-1.048900e-06,2.130110e-06
1.355000e-09,8.011602e-04,-1.261228e-04,5.012107e-06,6.703202e-07,-8.077575e-06,-6.435935e-05,-1.261592e-05,-1.901881e-06,-1.078785e-06,2.067806e-06
1.355200e-09,8.003531e-04,-1.311537e-04,5.009257e-06,4.224159e-07,-7.773515e-06,-6.443525e-05,-1.298160e-05,-1.899651e-06,-1.111747e-06,1.995893e-06
1.355400e-09,7.995143e-04,-1.361798e-04,5.004283e-06,2.695296e-07,-7.525305e-06,-6.442242e-05,-1.335489e-05,-1.896945e-06,-1.146343e-06,1.923411e-06
1.355600e-09,7.986441e-04,-1.412008e-04,4.998508e-06,2.446105e-07,-7.366308e-06,-6.432929e-05,-1.372023e-05,-1.898016e-06,-1.181006e-06,1.858877e-06
1.355800e-09,7.977423e-04,-1.462162e-04,4.993369e-06,3.478212e-07,-7.311202e-06,-6.417578e-05,-1.406355e-05,-1.906260e-06,-1.214211e-06,1.808954e-06
1.356000e-09,7.968090e-04,-1.512259e-04,4.990067e-06,5.484122e-07,-7.354328e-06,-6.399005e-05,-1.437374e-05,-1.923563e-06,-1.244626e-06,1.777473e-06
